component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor
bolt,7586.493525,68.72997496,brass,15793324.62,0.017972303,135893883.9,8.604514074
bolt,6293.823769,51.64748876,aluminum,144123869.8,0.001452101,267869994.1,1.858609503
bolt,5071.768691,132.6364821,steel,176011430.7,0.014643702,245286003.5,1.393579965
bolt,9311.789124,152.8991492,plastic,139993068.8,0.001706577,163843349,1.170367579
bolt,1606.101278,138.6762599,plastic,34516661.36,0.010245522,150965672,4.373704352
bolt,9647.340447,40.53739756,plastic,61345220.13,0.017557077,176737421.6,2.881030033
bolt,228.0792201,162.8955531,aluminum,56836361.78,0.008545362,281844335.2,4.958873623
bolt,743.7473694,188.8658508,plastic,14549114.55,0.002546901,91502442.47,6.289210397
bolt,6979.520846,32.92062527,aluminum,20893334.94,0.015122651,135793839.3,6.499385556
bolt,7105.329192,54.49003493,plastic,16948674.66,0.003045777,226766259.6,13.37958655
bolt,3118.329195,90.65681283,steel,128643635.8,0.004481052,34799435.48,0.270510354
bolt,642.6833336,162.519311,steel,83457611.01,0.006689018,247915818.1,2.970559727
bolt,1092.962586,164.6650292,steel,68158627.81,0.01339551,146978107.2,2.156412356
bolt,1965.380466,93.6783404,steel,131332311.2,0.015391384,67027245.39,0.510363709
bolt,4175.906092,148.0757291,aluminum,173241656.1,0.014764326,173459532.4,1.001257644
bolt,1902.960978,198.6898178,brass,21653364.42,0.007628643,270388462.7,12.48713398
bolt,4817.853713,187.9670864,brass,51424586.82,0.005614842,94554238.36,1.838697094
bolt,3813.971416,41.67662799,steel,173056217.7,0.017738468,230383411.5,1.331263415
bolt,7844.44499,174.4691299,aluminum,190046128.5,0.008726083,45551309.04,0.239685541
screw,6507.492251,126.4899895,plastic,113045136.3,0.018097915,20816995.91,0.184147648
screw,769.1779282,37.00503785,steel,65424010.16,0.014270146,49203896.06,0.752077042
screw,1895.038836,179.7842112,steel,152815988.5,0.001272711,140713579.4,0.920804039
screw,9912.86951,53.78996471,plastic,184091794.6,0.017704556,146027766.3,0.793233434
screw,5421.944438,187.4810194,aluminum,158575679.6,0.003916435,32068973.03,0.202231345
screw,7085.268138,28.92857534,steel,81681457.72,0.019469543,205828988.3,2.519898567
screw,654.6794389,60.77552739,aluminum,143677496.6,0.00455937,275504878.2,1.917522819
screw,281.5263781,134.0474042,aluminum,3786855.351,0.002895329,136120762.2,35.94559327
screw,5922.290558,108.5010095,aluminum,134161374.2,0.005620495,208361043.3,1.553062829
screw,5350.089536,49.17859356,plastic,39242972.89,0.007278556,197332450.8,5.028478638
screw,4337.108709,96.76792672,aluminum,60454762.79,0.000700605,51733660.91,0.855741691
screw,3776.491203,132.909342,brass,16652467.22,0.014105427,233962604.4,14.04972616
screw,9878.650193,118.9614397,plastic,118284780,0.012354114,85442550.52,0.722346109
screw,5432.974802,164.7512706,aluminum,70241822.97,0.01700276,149631651.5,2.130235879
screw,7249.456239,75.25069934,brass,18727632.82,0.012418147,145169812.3,7.75163704
screw,8820.362883,26.02565964,plastic,112864277.1,0.014125392,258747015.1,2.292550148
screw,1392.108479,128.9082171,steel,20055058.58,0.01225782,50603618.54,2.523234641
screw,6335.510418,127.8178264,steel,130193190.7,0.01721354,240371788.9,1.846270051
screw,6277.577604,167.815394,aluminum,164476516.3,0.012728432,185283515.6,1.126504378
screw,3241.998569,197.8171448,steel,116644455.7,0.005017882,222333245.3,1.90607641
screw,9677.800344,55.31768843,aluminum,191168840.4,0.010458031,93630308.95,0.489778087
screw,6635.813615,100.1159245,steel,128161600.9,0.001133455,267604269.5,2.088022213
screw,2775.697288,96.27993816,brass,57709952.05,0.012191381,263631701.3,4.568219032
screw,1577.787623,161.885588,aluminum,170861618.5,0.002490123,258618522.5,1.513613911
screw,4039.10069,142.7617213,brass,73497380.03,0.01621467,16282223.18,0.221534743
screw,3749.190806,90.47819958,plastic,82861639.24,0.01242573,213594176.2,2.577720863
screw,3830.917582,148.9704858,brass,6202081.938,0.006914835,296288558.8,47.77243541
screw,6756.847877,125.8855943,steel,33700721.15,0.014160835,87676187.49,2.601611612
screw,2917.149908,64.08625024,brass,61034232.6,0.010443602,94876032.47,1.55447244
screw,1705.107867,167.7329609,plastic,16912197.3,0.017736068,260527285.7,15.40469763
screw,7426.118222,130.8019264,aluminum,80701138.85,0.019004488,227099857.5,2.814084916
screw,7317.664713,181.0977192,aluminum,180071357.2,0.00916945,85650726.9,0.475648811
screw,5222.567123,87.03190586,steel,165984993.5,0.010907696,88756785.07,0.534727768
screw,3763.938703,177.7907629,plastic,140636957,0.01335346,219056321.4,1.557601403
screw,4392.289037,22.54227574,steel,38958167.54,0.017999151,94635693.39,2.429161826
screw,6726.460598,73.91575571,aluminum,190875465.5,0.000219537,68975191.5,0.36136227
screw,5803.63587,175.4782526,brass,96538885.49,0.01942544,193918348.7,2.008707141
screw,2216.569612,166.4564804,aluminum,4646144.177,0.007014979,259639613.8,55.88281462
screw,765.2348447,154.9875658,steel,68035362.44,0.010358395,82248283.87,1.208904912
screw,334.7510902,101.3202128,brass,45419897.58,0.014388114,140327671,3.089563791
screw,1059.962709,137.570688,brass,7896668.095,0.016442354,114604049.5,14.5129627
screw,8666.40546,27.22089132,steel,7128899.387,0.013028636,176219806.1,24.71907604
screw,7792.267592,27.05311601,steel,196961289,0.003302639,207625148,1.054141903
screw,2050.37697,196.8838873,plastic,130388470,0.000287964,173596033.9,1.33137565
screw,4450.31694,65.31524125,plastic,62422625.59,0.014385103,203493354.2,3.259929429
screw,7330.701631,190.3329241,plastic,122600473.8,0.008697871,97280160.42,0.793472956
screw,1015.732936,110.3328815,aluminum,111549868.4,0.01376735,165371705.8,1.482491268
screw,3117.005178,177.17628,steel,29510694.1,0.00321878,244386017.6,8.281269724
screw,7891.488157,160.094483,steel,160173952.3,0.002734655,124416260.3,0.776757135
screw,3412.920202,73.96642596,plastic,28524782.12,0.017266004,283751349.8,9.94753785
nut,7590.006371,128.4448907,plastic,192362298.1,0.007108562,152902300.5,0.79486626
nut,7123.709098,185.8065,aluminum,36973857.65,0.000511046,74325120.4,2.01020735
nut,1383.121928,134.4202686,brass,125096745.5,0.004372268,77222315.88,0.617300759
nut,261.9433258,164.9633295,plastic,169422854.1,0.011730198,73497136.58,0.433808868
nut,2368.151494,190.8914109,brass,176635999,0.001980628,126245394.9,0.714720644
nut,8361.154153,126.3265827,plastic,102757253.7,0.004129713,196188886,1.909246102
nut,5924.146523,49.73173282,brass,191706497.8,0.015791963,107318476.2,0.559806149
nut,897.592765,61.88827434,plastic,141871320.8,0.01204051,162463658.7,1.145147997
nut,5433.194632,79.62245064,brass,25939040.1,0.002494853,253630768,9.777955044
nut,5806.002249,83.05357456,aluminum,101311340.1,0.019823048,25503080.88,0.251729775
nut,6355.297948,35.47572565,plastic,64184537.68,0.017403793,292581487.8,4.55844193
nut,829.0364707,106.7990288,brass,24689877.42,0.01288856,239812546.2,9.712990553
nut,5649.185152,70.77059222,plastic,51289614.16,0.005400673,149596215.4,2.916696057
nut,4611.246328,176.9194855,aluminum,175578216.3,0.014921278,160438820.9,0.913774068
nut,6194.517003,148.4909146,brass,169193095,0.010461701,95965469.21,0.567194951
nut,7135.071649,181.6420868,aluminum,78981046.07,0.012642025,235165696.6,2.97749534
nut,728.73345,158.0770938,plastic,138158860.2,0.013193886,272206322.2,1.970241516
nut,8710.969706,191.8695422,plastic,189966110.9,0.000823247,251599180.8,1.324442447
nut,5490.920331,198.193228,aluminum,20861671.75,0.014302886,247280387.1,11.85333515
nut,2226.398046,154.9916308,aluminum,11608298.92,0.018428318,89172117.52,7.681755797
nut,8252.128635,162.5826138,plastic,135268574.8,0.015963501,216738320,1.602281389
nut,4644.716269,59.54951265,plastic,48227723.09,0.007733452,24086876.2,0.49944046
nut,7700.160829,127.0265968,steel,98064283.23,0.011979685,229484186.6,2.340140356
nut,5818.436195,111.4970418,aluminum,145473826.7,0.014378113,229658008.8,1.578689541
nut,1836.833237,36.68822498,plastic,32382200.63,0.009148199,169469705.1,5.233421503
nut,6676.26056,114.314554,plastic,56840469.92,0.005432385,293623172.8,5.165741474
nut,1714.024742,168.9167933,aluminum,182589179.2,0.006546885,101314922.6,0.554879117
nut,4592.717521,62.56679028,aluminum,149659497.9,0.003575842,124648497.1,0.832880631
nut,4277.733706,63.15179124,plastic,36760060.32,0.006753321,31975978.54,0.869856531
nut,4591.965379,118.7740848,brass,192445211.6,0.004817251,191131168.6,0.993171859
nut,5284.133144,180.2259008,steel,29518648.96,0.019122178,93839232.04,3.178981266
nut,1925.4498,175.4251376,brass,70250935.53,0.010368989,65701652.69,0.935242388
nut,2347.980979,105.2676562,aluminum,178290906.6,0.009486769,180138672.4,1.010363769
nut,209.939998,179.403658,steel,94911871.31,0.009324971,203228836.8,2.141237276
nut,3127.060976,74.11108682,aluminum,32833919.9,0.017083678,152234500,4.636500924
nut,1792.773233,108.5075075,brass,94719291.55,0.012323489,93281010.7,0.984815333
nut,6858.65539,62.90665567,steel,1752937.116,0.002136951,229858737.9,131.1277717
nut,7509.313588,131.1196101,steel,167824470,0.011724013,241850738.5,1.441093414
nut,3104.40969,83.02485703,brass,169945875.8,0.003194374,24015429.3,0.141312222
nut,8341.384273,194.096471,steel,110996353.7,0.005508177,48127434.54,0.433594735
nut,9196.499549,150.0036871,brass,142931664.6,0.000280994,153943251.6,1.077040921
nut,4139.843249,33.2617938,brass,130295052.8,0.017402022,48293596.93,0.370647971
nut,8378.771953,141.2447645,steel,100183790,0.009100255,188750421,1.88404153
nut,3165.53206,105.3299573,aluminum,38823329.23,0.019971639,62410439.58,1.607549914
nut,7254.810821,88.79199684,plastic,87129208.89,0.011294154,281222893.1,3.227653467
nut,6397.84975,52.33256848,steel,92318327.38,0.015269863,209014994.6,2.264068258
nut,134.952775,75.1707124,steel,145484675.1,0.001497744,284126056.1,1.952962096
nut,5422.369548,176.9056129,steel,130657837.9,0.002543241,154350238.5,1.181331644
nut,1890.698394,79.6483875,aluminum,114575938.5,0.000912055,241386429.2,2.106781164
nut,2680.582234,127.6481915,steel,2295238.303,0.008594879,183113903.3,79.77990918
washer,6484.734526,27.45656791,aluminum,31194726.82,0.012918538,204666006.3,6.560916768
washer,4424.075582,23.3061355,aluminum,91354393.96,0.005204397,120560768,1.319704097
washer,9797.396888,29.87336327,plastic,120217356.8,0.013144772,136918044,1.138920765
washer,6799.296407,86.04942225,aluminum,121625378.6,0.016301048,62475700.19,0.513673223
washer,2585.577436,127.5912485,aluminum,123000892.6,0.004670558,19788893.88,0.160884149
washer,3439.259486,110.0499873,plastic,180426555.6,0.017443293,75959917.7,0.421001872
washer,8143.694296,68.62590452,aluminum,76987959.46,0.017534723,112037181.4,1.455255889
washer,1938.523099,180.5589622,brass,110901757.7,0.013001444,297078799.6,2.678756458
washer,1017.641485,113.6223618,steel,21353095.9,0.008296835,37488824.19,1.755662241
washer,5983.170314,125.2790828,steel,16862423.6,0.001156065,109918719,6.518559942
washer,6991.664921,161.596335,brass,176676041.8,0.007288699,182499919.9,1.032963598
washer,2503.09863,144.4219584,aluminum,12862847.23,0.018348311,151153125.8,11.75114056
washer,8323.903236,27.50127265,brass,136529332.1,0.00725253,31011504.4,0.227141699
washer,9428.667755,69.80584408,plastic,103651953.8,0.007969767,154389988.5,1.489503892
washer,4724.809003,25.65176395,brass,99590422.31,0.012048437,170920153.5,1.716230833
washer,6518.633315,103.1388476,aluminum,164837809.7,0.017655709,281003949.4,1.70472994
washer,113.0517982,30.86310222,steel,15824177.54,0.013869691,26035361.48,1.645290027
washer,9258.008835,62.91693257,steel,144834589.3,0.003120375,106747554.1,0.737030806
washer,8312.601673,198.1833214,brass,35128680.84,0.011391942,284720248.5,8.105065197
washer,1915.465356,38.40643597,aluminum,39867053.19,0.002063243,282177991.4,7.077974638
washer,2719.243484,183.3632594,plastic,153352743.7,0.015392688,291973293.7,1.903932637
washer,6127.271291,28.60572633,brass,67825224.05,0.006160766,143406456.4,2.114352859
washer,6959.117901,199.1061645,steel,33155957.82,0.005974168,83195370.89,2.509213317
washer,4950.450263,58.98654847,aluminum,147614190.2,0.004624463,150179509.2,1.01737854
washer,4258.894689,38.60356326,aluminum,115384200.2,0.013103223,21644906.23,0.187589862
washer,7253.451023,59.98239352,steel,12173850.44,0.016370827,41539445.58,3.412186291
washer,6429.291983,106.6112482,brass,55411933.02,0.00130983,231932452.3,4.18560479
washer,3268.070307,112.3098072,steel,96165457.21,0.013404834,228075911.6,2.371703085
washer,9357.729456,84.85333673,plastic,52256621.2,0.018462456,93061513.63,1.780855928
washer,7838.346236,180.7220237,plastic,61195365.55,0.000260025,16361005.21,0.267356932
washer,7693.787041,48.06602699,aluminum,73206173.65,0.004279257,240219650,3.281412455
washer,1422.964766,181.5100197,brass,94512510.76,0.013894775,41285583.58,0.436826651
washer,7017.659983,125.6683693,steel,158268937.8,0.002152933,123342519.1,0.77932234
washer,9976.370969,118.850063,plastic,17347998.58,0.006096948,71298034.52,4.109870899
washer,3136.179299,191.6468845,plastic,63548833.9,0.018237298,118915405,1.871244486
washer,2331.152322,51.40089165,plastic,156622779.5,0.018951843,289585764,1.848937715
washer,1162.061719,62.06740396,plastic,122430824.1,0.002168786,201033838.8,1.642019812
washer,4025.211792,109.7660001,brass,185083821.1,0.00542631,206612173.6,1.116316771
washer,2074.94694,22.63178184,steel,17553343.26,0.003494684,202221325.3,11.52038801
washer,8689.544587,164.0466093,brass,34675244.99,0.010049537,242790364.4,7.001835588
washer,176.1446455,146.3489766,brass,164147279.2,0.009882734,127840463.4,0.77881561
washer,7964.754401,36.92808636,brass,162126195.8,0.005824755,16879632.92,0.104114161
washer,7933.948688,67.08790137,aluminum,107520773.4,0.001138105,39555880.74,0.36789059
washer,4762.558878,69.46005365,steel,120733131.7,0.006215921,252552389.9,2.091823399
washer,1620.856131,115.5125837,aluminum,1042994.786,0.016975469,154190719.2,147.8346021
washer,7384.667413,160.7284649,steel,139527742.5,0.000942315,246242213.1,1.764826182
washer,3538.681205,119.2534222,steel,16572487.63,0.01111292,116546551.7,7.032532127
washer,5117.105726,43.66019785,aluminum,49658726.92,0.006760092,72247290.47,1.45487601
washer,1015.574928,177.6297418,brass,4757196.704,0.013620857,162816857,34.22537833
washer,2310.598915,186.1377035,brass,126069518.7,0.004133927,296991857.9,2.355778471
gear,6971.349686,66.19051513,plastic,170301488.4,0.002800078,26937886.51,0.158177634
gear,5139.983093,110.8326294,steel,116676923.8,0.017374651,58183974.57,0.498675939
gear,2772.033937,59.19813858,brass,84753215.3,0.008230697,65030147.56,0.767288265
gear,6495.518555,38.4805655,plastic,119417461.7,0.002070314,286184630.3,2.396505723
gear,3245.718775,163.5344304,brass,177608542,0.009793168,177477364.6,0.999261424
gear,1233.942261,81.14953152,brass,41288538.13,0.011003054,143855216.3,3.484144096
gear,5035.752561,134.2084913,aluminum,119228581.2,0.004846552,128357163.2,1.076563706
gear,391.288927,118.7521008,aluminum,60547609.08,0.000979171,274580885.5,4.534958351
gear,6962.474774,195.5449267,aluminum,161772715.2,0.014274116,266281188,1.646020391
gear,9372.872016,47.35308212,brass,75454153.19,0.013528034,224205584.7,2.971414763
gear,335.7408957,178.1604867,brass,39634161.04,0.016503884,144307678.8,3.640992392
gear,7785.300186,182.8448544,plastic,135452409.8,0.018706915,163304828.3,1.205625123
gear,904.0789312,64.84138516,plastic,143379647.8,0.009415361,121916262.8,0.850303824
gear,2741.485829,199.885486,steel,23137711.92,0.005030644,80691127.41,3.487428995
gear,1917.028552,150.6503297,steel,28211793.96,0.016886493,115359857.1,4.089064923
gear,5516.607461,123.0664897,steel,131913245.2,0.007802564,285991122.7,2.168024312
gear,9855.033229,177.6726797,plastic,104722828.9,0.014783781,203449847.3,1.942745908
gear,4667.071903,35.43154625,plastic,102645115.8,0.016101452,241922773.3,2.356885385
gear,6383.430329,182.427596,aluminum,145777699,0.011483979,182041137,1.248758474
gear,2405.797106,111.6859445,aluminum,120131392,0.009262684,115785231.7,0.963821611
gear,8134.028169,188.6494427,aluminum,39487390.39,0.005120082,199326958,5.047863534
gear,3383.970455,129.4627779,brass,151127111.3,0.0115027,108756695.5,0.719637228
gear,9969.86705,108.1101457,brass,181555067,0.009835512,219949372.2,1.21147471
gear,7212.643664,124.6256304,plastic,99986602.9,0.000516617,246182277.8,2.462152635
gear,731.3858949,195.1744082,plastic,2902820.049,0.002762331,175067508.8,60.30945972
gear,9211.640689,71.38003041,brass,96928421.24,0.017853409,210949583.1,2.17634395
gear,6243.658715,175.1789792,aluminum,83145057.76,0.019152275,180151035.6,2.166707685
gear,4805.643104,65.79646279,aluminum,86314300.41,0.019282667,268926393.7,3.115664408
gear,5625.451932,106.7257098,brass,191473253,0.013399063,239859907.8,1.252707123
gear,7959.741307,99.77184163,brass,115547609.1,0.003400196,271615908.3,2.350683934
gear,3521.715388,111.5070214,brass,105358076,0.016180926,160507448.5,1.523447036
gear,6920.777267,107.4978383,plastic,20894172.45,0.019280943,294549008.3,14.09718471
gear,6678.103455,137.6349796,plastic,98689421.85,0.008593497,231367231.4,2.344397475
gear,5109.220572,105.9374738,steel,56365286.55,0.013008113,34976164.81,0.620526692
gear,5165.763953,40.20013322,brass,128129870,0.017273759,69298856,0.540848562
gear,8349.235873,180.9229793,steel,146308663.7,0.013893116,155670820.6,1.063989081
gear,4513.946709,59.84263492,plastic,196355391.2,0.001336541,70099356.32,0.357002453
gear,3809.61705,181.5028184,brass,20553126.65,0.011898325,198745225.5,9.669829263
gear,4319.701862,161.9435905,aluminum,13860507.87,0.008292771,99273629.89,7.162337113
gear,1713.117957,92.64149672,brass,54483348.94,0.005934491,56485167.15,1.036741835
gear,1614.459404,152.5443702,steel,119599340.7,0.002221514,62073574.89,0.519012685
gear,9902.238542,125.8426576,steel,86886389.07,0.000864979,291237190.5,3.35193111
gear,3807.608769,66.54388563,plastic,167259264.2,0.019773764,227628458.9,1.360931844
gear,7663.449135,45.46330883,aluminum,196385715.4,0.013280442,145801566.6,0.7424245
gear,2018.913994,97.40401947,plastic,174484646.9,0.002721782,105658249.9,0.605544681
gear,3186.986321,165.3965653,brass,21005777,0.007120098,265255011.8,12.62771722
gear,1342.930385,120.2424639,aluminum,18339373.21,0.000315387,222146151.9,12.1130722
gear,3056.795227,99.0068201,steel,157900626.7,0.012814938,42839399.07,0.271306074
gear,9121.208264,184.3366358,steel,18840465.73,0.013788195,155181268.2,8.236594064
gear,1541.936888,149.5971087,aluminum,57930466.34,0.013727286,90190431.98,1.556873916
bearing,9451.056726,126.168307,plastic,148477452.5,0.007594273,126053221.8,0.848972148
bearing,417.4428283,128.1008295,aluminum,58143612.49,0.016181589,251251696.4,4.32122611
bearing,8829.160409,99.91618938,brass,34422130.21,0.01542025,249111563.1,7.236959525
bearing,8673.281038,20.7054111,brass,146997240.3,0.019100122,241912473.8,1.645693982
bearing,1202.445714,196.2609193,brass,148768360.1,0.003738282,209658625.9,1.409295805
bearing,4586.655141,181.3130004,plastic,64740719.33,0.013829496,297192179.9,4.590498577
bearing,3418.945535,77.96766515,aluminum,156937671,0.019406986,26053605.43,0.166012438
bearing,1715.389903,89.09331212,aluminum,158482077.6,0.014193697,294915498.6,1.860876025
bearing,8962.030147,151.6711592,plastic,155439156.6,0.016719519,291486956,1.875247926
bearing,6187.592262,147.5065072,plastic,115388110.7,0.005414597,40708775.24,0.352798698
bearing,4263.011521,197.3856993,plastic,119007228.5,0.016675274,285836042.9,2.401837657
bearing,3589.339683,157.3993058,brass,155328423.9,0.001787999,121214443.3,0.780375157
bearing,9359.970535,158.0708096,steel,94303749.22,0.000550818,150556394.6,1.596504867
bearing,1594.717925,130.8069815,aluminum,70296927.93,0.001647167,14004258.01,0.19921579
bearing,2499.61822,87.42199669,aluminum,69488482.85,0.004640134,180384905.9,2.595896449
bearing,7024.968234,62.80120632,plastic,118467396,0.011945734,48959497.84,0.413274027
bearing,4545.912474,63.07946834,brass,28403910.07,0.004596186,296652974,10.44408932
bearing,9024.617342,199.3684763,aluminum,129788844.5,0.001948826,40356035.85,0.31093609
bearing,9321.034364,198.1367299,brass,107473362.6,0.017574085,290015588.4,2.698488085
bearing,1601.578321,111.3719008,plastic,157525271.9,0.014766338,45047611.07,0.285970692
bearing,1488.282241,169.6944624,aluminum,5487569.974,0.01056994,119891628.1,21.84785408
bearing,2471.982514,64.88423248,plastic,112152827.1,0.001572578,77768375.07,0.693414308
bearing,4280.807408,127.6264382,plastic,193296022.9,0.01726723,234486519.1,1.213095415
bearing,5529.155791,55.08546358,aluminum,198815622.1,0.01155739,47650671.53,0.239672673
bearing,6788.975489,132.4007445,brass,157954881.1,0.000199679,267531168.6,1.693718908
bearing,4954.483305,79.96974075,aluminum,182788437.4,0.018977822,136384108.8,0.746130941
bearing,7303.087304,22.41161112,steel,8238632.376,0.007377922,99351663.13,12.05924219
bearing,4539.697589,60.77466055,brass,53620731.81,0.001796999,230787301.8,4.304068483
bearing,3228.408914,104.2322025,plastic,108065641.6,0.009879609,77011777.88,0.712638881
bearing,3937.102197,78.6410311,aluminum,108697048.6,0.009665359,99256655.85,0.913149503
bearing,2967.45166,61.1285475,brass,93484455.75,0.009024879,225934856.3,2.416817368
bearing,1516.116748,45.05375838,plastic,101801234.5,0.015010431,214748486.8,2.109488042
bearing,7655.466533,182.8970255,aluminum,40282092.65,0.018615659,221798048,5.506120299
bearing,3981.191955,56.91627874,plastic,68956508.75,0.015871773,264617050.4,3.83744849
bearing,4979.316083,196.0504586,aluminum,65091257.45,0.00585998,222727340.8,3.421770442
bearing,4087.816116,149.9043888,plastic,113117928.4,0.006773677,99582202.78,0.880339697
bearing,3855.469294,30.32514042,plastic,97678520.03,0.0179745,10785231.28,0.110415589
bearing,8903.065389,182.1690296,steel,16194941.69,0.004205088,193430093.2,11.94385858
bearing,2750.139632,97.93021662,aluminum,117409980.7,0.010024505,280033937.4,2.385094825
bearing,3229.632364,136.3503319,steel,167128151.7,0.005236991,33383158.24,0.199745871
bearing,1307.298527,182.639296,aluminum,166698526.2,0.013623267,62388916.88,0.374261958
bearing,1629.456879,185.5528754,plastic,30783785.74,0.010453705,223312148.1,7.254213305
bearing,606.7264386,181.9351023,plastic,122659068.2,0.011153527,85826093.93,0.699712587
bearing,9229.722555,113.7698363,plastic,102909673,0.002668886,71022940.43,0.690148345
bearing,2031.284899,114.224409,aluminum,193187581.6,0.006757464,189368017,0.980228726
bearing,3216.898442,174.8170879,brass,180644890.5,0.012033028,101983416.6,0.564551902
bearing,1670.807475,149.1060728,steel,3672011.342,0.000229393,153277292.9,41.74205323
bearing,1183.398904,119.9933557,brass,20701706.68,0.009383132,277600924.6,13.40956709
bearing,9007.279116,169.7429157,brass,165114677.4,0.019077877,280237504.5,1.697229519
bearing,7633.435583,136.4406144,brass,130832493.4,0.005054296,143108386.2,1.093829082
pulley,6321.045628,132.499725,plastic,137922802.7,0.003183347,251424517.4,1.822936545
pulley,3338.430343,114.3966655,aluminum,50009361.85,0.007406399,162003775.2,3.239468956
pulley,792.5891039,194.7686862,steel,1316823.925,0.012500278,68006971.05,51.64469581
pulley,3133.397638,198.4779604,plastic,140573646.3,0.018806647,164410134.9,1.169565841
pulley,4563.050138,167.5095594,plastic,197069313,0.006747178,254464891.1,1.291245639
pulley,9034.494433,36.00234821,brass,109071934.5,0.016095159,30404970.64,0.278760717
pulley,3021.754285,88.1173584,aluminum,26385360.98,0.008428229,164098429.6,6.219298258
pulley,3524.456665,155.5040717,plastic,22484822.81,0.00573266,216301727.6,9.619899139
pulley,6844.552039,142.9321428,aluminum,149072314,0.01437017,240022783.5,1.610109732
pulley,167.2715587,137.7598843,brass,96282101.86,0.016416915,122197793.4,1.269164165
pulley,1046.929849,51.33910843,plastic,145552359.8,0.01676606,159293641.6,1.094407825
pulley,2580.680315,77.88688665,steel,122113274.2,0.008410786,280831534.2,2.299762544
pulley,1630.287033,175.3912458,steel,68816066.44,0.01280502,55857629.58,0.811694601
pulley,5183.459663,115.9471569,brass,101692934.5,0.007682203,185656492.5,1.825657734
pulley,6932.359177,150.2280862,plastic,177285008.3,0.008152238,101074293.9,0.570123187
pulley,6283.924809,41.43233494,steel,127510357.7,0.016555825,158730077.5,1.244840657
pulley,2451.207788,82.64913155,brass,77097470.29,0.012912886,96952264.36,1.257528477
pulley,7529.529114,97.09039593,steel,190589882.6,0.009993881,261116664.5,1.370044731
pulley,647.2978246,85.27527571,steel,184448905.7,0.019302719,240062415.1,1.301511734
pulley,6283.651547,82.38163606,steel,68418159.65,0.014217422,181614636,2.654479994
pulley,9652.854163,44.20536129,aluminum,40863111.82,0.016185303,275808900,6.749581413
pulley,8861.890137,77.3639828,plastic,13825648.25,0.009738131,297006932.7,21.48231513
pulley,201.0876091,98.75971857,aluminum,79869114.76,0.016096799,193631412,2.42435906
pulley,9418.13229,188.4005998,plastic,180643503.8,0.008068922,89875839.13,0.497531532
pulley,1701.754478,38.5137452,brass,158521869.9,0.015310528,165457187.7,1.043749912
pulley,8188.379414,110.2805359,brass,161210484,0.019788846,34824138.07,0.216016584
pulley,5941.870468,188.1940804,plastic,8544448.564,0.002660724,32686890.28,3.825511972
pulley,7832.902316,64.50351152,aluminum,87858299.75,0.008968094,56155852.15,0.639163884
pulley,7903.766774,111.2799294,steel,132834914.7,0.00925394,14812684.12,0.111511978
pulley,4749.396655,98.02314124,plastic,19162701.77,0.017781779,106979204.4,5.582678563
pulley,9506.919556,135.195251,steel,188887208.1,0.016277576,91056098.61,0.482065988
pulley,9598.323229,167.7119411,steel,81952464.65,0.014479616,289634013.2,3.534170869
pulley,633.9879975,143.1338673,steel,88496368.46,0.00271163,266705089.7,3.0137405
pulley,3562.297798,167.7687954,brass,136586842.2,0.008838964,91939397.72,0.673120458
pulley,1735.424295,157.6436744,brass,1083169.529,0.019806917,267143115.3,246.6309366
pulley,594.7353913,32.43551782,aluminum,155009591.6,0.001285297,289022377.9,1.864545122
pulley,5859.739217,139.0435434,brass,83227105.62,0.01965448,36718147.24,0.441180154
pulley,1056.723349,195.501026,steel,35450291.7,0.001911056,227815689.8,6.426341754
pulley,8300.248698,129.4931889,plastic,83201668.9,0.004124119,269774089.6,3.242411999
pulley,150.5659142,65.19764803,steel,55084394.99,0.015940685,51525832.89,0.935398
pulley,2041.215234,61.95695822,brass,144343590.7,0.01954714,280991043.5,1.946681817
pulley,7743.686515,100.3138143,steel,15851389.27,0.019639349,289106257.1,18.23854377
pulley,3729.063195,46.56475848,plastic,147357139.4,0.015704843,19635159.74,0.133248785
pulley,4506.13484,143.9072784,aluminum,41400790.07,0.00696517,192231844.4,4.643192655
pulley,3651.450237,65.9414007,aluminum,109777229.2,0.004927748,196435918.3,1.789404958
pulley,7565.451089,171.0318718,plastic,161242729.8,0.005006832,280563796.3,1.74000897
pulley,4965.690028,42.50156678,plastic,97503639.13,0.004125627,105594600.2,1.082981118
pulley,2044.410715,110.0105326,plastic,45102789.72,0.012530671,111288492.8,2.467441448
pulley,2585.150411,107.4534875,steel,54373099.45,0.012871131,117199701.6,2.155472151
pulley,9145.014832,55.79607325,steel,102415170.2,0.007487338,112476876.5,1.098244296
sprocket,6125.036457,33.76939738,steel,175161610.3,0.006621437,64526567.55,0.368383046
sprocket,8624.144035,159.4497154,aluminum,50032515.69,0.005999142,59115776.63,1.181547156
sprocket,3295.099506,194.3198571,brass,91607194.87,0.015800635,227937431.3,2.488204464
sprocket,3011.33095,163.9404804,steel,17435594.43,0.00366143,223631326.7,12.82613723
sprocket,9888.160825,105.4280475,aluminum,168545862.8,0.015189623,142957217.8,0.848179928
sprocket,2662.277267,58.87834057,plastic,184353954.6,0.000133468,253461115.1,1.374861286
sprocket,6865.609008,108.9110338,aluminum,108494501.8,0.016205668,279569603.1,2.576808949
